GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
23154        1   36022311   36032880     32      12  145535       3.3029   0.00047849
339488       1   36037971   36061429    110      24  134584       1.7674     0.038577
5690         1   36039759   36108445    346      29  131791      0.99884      0.15894
127703       1   36178977   36185790     22      12  137751      0.84839      0.19811
63967        1   36185319   36236568    143      42  131819      0.91364      0.18045
192670       1   36272231   36323991    178      53  134060       1.0602      0.14452
26523        1   36334412   36395711    235      75  136010      -1.2999      0.90318
192669       1   36395364   36522860    412      70  133658     -0.64048      0.73907
27285        1   36548676   36554377     24       9  143143      0.73021      0.23263
54936        1   36553453   36560033     23      14  139381      0.30196      0.38134
1296         1   36560340   36592305    146      38  143712       1.3891     0.082398
27095        1   36601670   36622654     81      19  146653       1.4886     0.068291
55700        1   36620751   36646950     84      25  146837       1.0326      0.15089
9967         1   36689017   36771458    234      53  141136       3.7183    0.0001003
79729        1   36770889   36794044     92      42  144995        3.871   5.4198e-05
55194        1   36787131   36791567     20      11  147703       4.1373   1.7574e-05
83931        1   36804725   36852525    177      57  140310       3.9797     3.45e-05
84967        1   36858531   36864493     53       9  154108      0.45152      0.32581
127700       1   36883007   36917086    207      19  151260      0.32225      0.37363
64960        1   36920862   36931040     71      16  147613     -0.79347      0.78625
1441         1   36931144   36949915     99      40  144920         1.01      0.15625
2899         1   37260628   37500844   1100     146  142301     -0.27348      0.60776
80149        1   37939119   37950478     50      26  137846      0.87186      0.19164
64769        1   37955061   37981420    151      37  145318     -0.18597      0.57377
79753        1   37999550   38020945     96      32  144659      0.69994      0.24198
7802         1   38021520   38032958     63      25  147114        1.486     0.068639
29889        1   38031913   38062586    149      42  144242      0.36787      0.35649
284654       1   38076321   38101595    130      36  146301     -0.09042      0.53602
54955        1   38146742   38159007     70      16  145239      0.33295      0.36959
55143        1   38157073   38175891     99      26  146074      0.30511      0.38014
284656       1   38181146   38231824    307      43  146892      -0.9856      0.83783
149175       1   38258721   38267778     22      13  141440      0.79161      0.21429
79693        1   38268114   38274865     24      10  144022      0.69342      0.24402
127687       1   38272473   38275626      6       4  134828      0.90354      0.18312
4520         1   38274739   38326292    167      52  145532      0.37203      0.35493
3633         1   38325869   38413729    363      52  146152      0.38845      0.34884
10946        1   38422147   38457019    157      31  148210     0.028482      0.48864
2275         1   38461939   38472199     45      30  140010      -1.0551      0.85431
51118        1   38477384   38490997     58      32  144213      -0.4978      0.69069
5453         1   38509023   38513450     12       8  139335       1.0548      0.14576
64121        1   39303369   39326495    114      38  143266       2.7893    0.0026411
26292        1   39327662   39340050     69      34  138601       3.1718   0.00075758
81025        1   39339239   39348298     46      12  146900        2.366    0.0089896
54933        1   39350114   39408456    331      58  145363       2.9002    0.0018645
79647        1   39455916   39472237     90      19  144446       1.3819     0.083496
4725         1   39490967   39500808     46      11  146026       1.0108      0.15606
23499        1   39548839   39953310   1606      68  145467       7.5635   1.9611e-14
643314       1   39874176   39882654     33      19  140814       6.9819   1.4562e-12
353500       1   39956318   39996041    160      45  146006       5.5106   1.7876e-08
8761         1   40025985   40043522     76      32  146271       7.5263    2.609e-14
26508        1   40088603   40106348     86      41  146016       3.7432   9.0852e-05
84618        1   40124293   40138710     51      19  137866       2.5286    0.0057261
51440        1   40143820   40158382    114      25  149118       2.6171    0.0044345
10450        1   40203517   40230086    134      33  145169      0.26265      0.39641
656          1   40223403   40255533    152      37  147240       0.4749      0.31743
64064        1   40234697   40238020      1       1  130480      0.99446         0.16
101929536    1   40253654   40256343     17       5  154165      0.81197      0.20841
54802        1   40306203   40350177    212      37  146965     -0.52074      0.69872
4610         1   40360596   40368687     31      19  144703     -0.63753      0.73811
84879        1   40419784   40436130     75      40  133602      0.75741       0.2244
10487        1   40504912   40538821    202      27  144941      0.15519      0.43834
5538         1   40537882   40564142    157      28  141499       1.3437     0.089518
6018         1   40626041   40707093    255      61  139937       1.0469      0.14756
127391       1   40712573   40717865     16      12  146341        1.766     0.038701
